Date,Name,Year,Letterboxd URI,Poster URL,TMDB ID
2025-01-02,Titanic,1997,https://boxd.it/2a2k,https://image.tmdb.org/t/p/w500/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,597
2023-06-23,Kill Bill: Vol. 1,2003,https://boxd.it/70w,https://image.tmdb.org/t/p/w500/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,24
2023-07-11,Whiplash,2014,https://boxd.it/7bQA,https://image.tmdb.org/t/p/w500/7fn624j5lj3xTme2SgiLCeuedmO.jpg,244786
2023-07-11,Black Swan,2010,https://boxd.it/Sw0,https://image.tmdb.org/t/p/w500/viWheBd44bouiLCHgNMvahLThqx.jpg,44214
2025-03-02,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq,https://image.tmdb.org/t/p/w500/2LquGwEhbg3soxSCs9VNyh5VJd9.jpg,531428
2025-03-25,Mean Girls,2004,https://boxd.it/1VNg,https://image.tmdb.org/t/p/w500/2ZkuQXvVhh45uSvkBej4S7Ix1NJ.jpg,10625
2023-08-05,The Sound of Music,1965,https://boxd.it/1MLK,https://image.tmdb.org/t/p/w500/c6CrUZypAsBCaRWX0M3RVRDbhNS.jpg,15121
2025-03-02,Little Women,2019,https://boxd.it/aSVk,https://image.tmdb.org/t/p/w500/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg,331482
2023-08-09,Pulp Fiction,1994,https://boxd.it/29Pq,https://image.tmdb.org/t/p/w500/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,680
2025-01-12,The Godfather,1972,https://boxd.it/2aNK,https://image.tmdb.org/t/p/w500/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,238
2025-01-24,The Queen's Gambit,2020,https://boxd.it/s1Ym,/backup-posters/QueensGambit.jpg,null
2025-01-18,Parasite,2019,https://boxd.it/hTha,https://image.tmdb.org/t/p/w500/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,496243
